axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note
MathExtras.RS62Ladder.lr_lb_ub_034._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_034,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_035._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_035,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_036._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_036,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_037._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_037,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_038._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_038,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_039._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_039,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_040._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_040,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_041._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_041,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_042._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_042,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_043._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_043,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_044._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_044,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_045._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_045,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_046._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_046,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_047._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_047,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_048._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_048,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_049._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_049,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_050._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_050,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_051._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_051,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_052._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_052,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_053._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_053,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_054._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_054,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_055._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_055,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_056._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_056,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_057._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_057,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_058._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_058,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_059._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_059,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_060._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_060,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_061._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lb_ub_061,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_062._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_062,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_063._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_063,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_064._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_064,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_065._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_065,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_066._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_066,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_067._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_067,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_068._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_068,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_069._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_069,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_070._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_070,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_071._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_071,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_072._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_072,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_073._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_073,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_074._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_074,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_075._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_075,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_076._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_076,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_077._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_077,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_078._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_078,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_079._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_079,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_080._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_080,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_081._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_081,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_082._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_082,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_083._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_083,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_084._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_084,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_085._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_085,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_086._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_086,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_087._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_087,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_088._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_088,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_089._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_089,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_090._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_090,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_091._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lb_ub_091,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_092._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_092,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_093._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_093,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_094._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_094,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_095._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_095,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_096._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_096,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_097._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_097,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_098._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_098,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_099._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_099,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_100._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_100,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_101._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_101,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_102._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_102,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_103._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_103,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_104._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_104,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_105._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_105,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_106._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_106,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_107._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_107,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_108._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_108,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_109._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_109,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_110._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_110,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",57,830,10,"24-term series, ~33 halving steps, argument ~10 decimal digits"
MathExtras.RS62Ladder.lr_lb_ub_111._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lb_ub_111,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits"
